rec_idx,title,company,location,career,education,deadline,link,salary,crawled_at,score
51926590,IT팀 정규직 채용,한호산업(주),울산전체,신입·경력,초대졸↑,~ 11/25(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51926590&location=ts&searchType=search&paid_fl=n&search_uuid=9b195ef6-637e-48fb-88be-2afc7ba9768c,,2025-11-12 01:05:35,30
51897183,백엔드 개발자 모집합니다.[경력무관],위미르(주),경남창원시,경력무관,대졸↑,~ 11/22(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51897183&location=ts&searchType=search&paid_fl=n&search_uuid=9b195ef6-637e-48fb-88be-2afc7ba9768c,,2025-11-12 01:05:35,30
51894365,[로봇제어] 매니퓰레이터 제어 및 알고리즘 개발,(주)코어로보틱스,부산기장군,신입·경력,대졸↑,~ 11/21(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51894365&location=ts&searchType=search&paid_fl=n&search_uuid=9b195ef6-637e-48fb-88be-2afc7ba9768c,,2025-11-12 01:05:35,30
51882951,(주)리노인포텍 데이터 엔지니어 및 DB관리자 채용,(주)리노인포텍,부산해운대구,경력무관,학력무관,상시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51882951&location=ts&searchType=search&paid_fl=n&search_uuid=9b195ef6-637e-48fb-88be-2afc7ba9768c,,2025-11-12 01:05:35,30
52119502,일반직·전문직·계약직(경력) 채용,한국해운조합,부산전체,신입·경력,학력무관,내일마감,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52119502&location=ts&searchType=search&paid_fl=n&search_uuid=9b195ef6-637e-48fb-88be-2afc7ba9768c,,2025-11-12 01:05:35,30
51511540,"연구부문(H/W설계,자재관리), 경영지원(구매), 생산부문, 품질보증 채용,사업부문(원가) 채용",(주)디지트론,경기성남시 수정구,신입·경력,학력무관,~ 11/30(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51511540&location=ts&searchType=search&paid_fl=n&search_uuid=9b195ef6-637e-48fb-88be-2afc7ba9768c,,2025-11-12 01:05:35,30
51929297,기술연구소(RF설계) 신입 및 경력 채용공고,(주)디지트론,경기성남시 수정구,신입·경력,학력무관,~ 12/09(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51929297&location=ts&searchType=search&paid_fl=n&search_uuid=9b195ef6-637e-48fb-88be-2afc7ba9768c,,2025-11-12 01:05:35,30
52116122,서비스 개발 및 운영 담당자 채용 공고,(주)스마트소셜,부산해운대구,경력무관,초대졸↑,~ 11/22(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52116122&location=ts&searchType=search&paid_fl=n&search_uuid=d60da091-ae94-4355-a7f8-1b138404c12b,,2025-11-12 01:05:33,30
52145974,동진이공㈜ 각 부문별 신입/경력 채용,동진이공(주),경북경주시,경력무관,대졸↑,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52145974&location=ts&searchType=search&paid_fl=n&search_uuid=9b195ef6-637e-48fb-88be-2afc7ba9768c,,2025-11-12 01:05:35,30
52007360,정보통신업  설계 / 공사 / 정보통신 유지보수/계장제어,(주)라인기술단,경남진주시,경력무관,초대졸↑,~ 12/12(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52007360&location=ts&searchType=search&paid_fl=n&search_uuid=9b195ef6-637e-48fb-88be-2afc7ba9768c,,2025-11-12 01:05:35,30
51987983,(주)진 제어 및 프로그래밍 경력 채용,(주)진,경북경산시,신입·경력,석사↑,~ 12/08(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51987983&location=ts&searchType=search&paid_fl=n&search_uuid=9b195ef6-637e-48fb-88be-2afc7ba9768c,,2025-11-12 01:05:35,30
52278152,[(주)컨텍] 2026년 부문별 정규직 채용,(주)컨텍,대전전체,신입·경력,학력무관,~ 11/30(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52278152&location=ts&searchType=search&paid_fl=n&search_uuid=008cb20f-3e92-4905-bfa9-80fbe399b2ff,,2025-11-12 01:05:26,30
51900693,[Laservall_수원/구미(경북)] 2025년 4분기 분야별 공개 채용,(주)레이저발테크놀러지,경기수원시 권선구,신입·경력,초대졸↑,~ 12/31(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51900693&location=ts&searchType=search&paid_fl=n&search_uuid=008cb20f-3e92-4905-bfa9-80fbe399b2ff,,2025-11-12 01:05:26,30
51953338,㈜위즈코리아 '25년 하반기 신입/경력 사원 모집,(주)위즈코리아,대구전체,신입·경력,학력무관,~ 12/31(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51953338&location=ts&searchType=search&paid_fl=n&search_uuid=008cb20f-3e92-4905-bfa9-80fbe399b2ff,,2025-11-12 01:05:26,30
52200342,[로봇개발본부] 이동로봇 관제 서버(ACS) S/W개발 (전문연 가능),(주)트위니,대전유성구,경력무관,초대졸↑,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52200342&location=ts&searchType=search&paid_fl=n&search_uuid=008cb20f-3e92-4905-bfa9-80fbe399b2ff,,2025-11-12 01:05:26,30
52240099,한국특수가스㈜ 부문별 신입 및 경력 채용,한국특수가스(주),전북익산시,신입·경력,학력무관,~ 01/07(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52240099&location=ts&searchType=search&paid_fl=n&search_uuid=008cb20f-3e92-4905-bfa9-80fbe399b2ff,,2025-11-12 01:05:26,30
52202411,"PM, QA, Tester 신입/경력",(주)엔디소프트,부산해운대구,경력무관,학력무관,~ 12/03(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52202411&location=ts&searchType=search&paid_fl=n&search_uuid=008cb20f-3e92-4905-bfa9-80fbe399b2ff,,2025-11-12 01:05:26,30
52145994,[3M] 한국쓰리엠 신입/경력사원 모집 안내,한국쓰리엠(주),부산전체,신입·경력,대졸↑,~ 12/31(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52145994&location=ts&searchType=search&paid_fl=n&search_uuid=008cb20f-3e92-4905-bfa9-80fbe399b2ff,,2025-11-12 01:05:26,30
51927018,보안시스템 기술지원 엔지니어 모집(신입 0명),오픈정보기술주식회사,대구동구,신입,초대졸↑,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51927018&location=ts&searchType=search&paid_fl=n&search_uuid=008cb20f-3e92-4905-bfa9-80fbe399b2ff,,2025-11-12 01:05:26,30
51782191,[엘씨텍]방산 전문업체 전산총무 담당자(계약직) 모집,엘씨텍(주),경북구미시,신입,초대졸↑,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51782191&location=ts&searchType=search&paid_fl=n&search_uuid=008cb20f-3e92-4905-bfa9-80fbe399b2ff,,2025-11-12 01:05:26,30
52265699,씨넷 선박 사이버 보안 기술영업 (행정관리) 담당자 추가 채용,(주)씨넷,부산영도구,신입,초대졸↑,~ 12/10(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52265699&location=ts&searchType=search&paid_fl=n&search_uuid=008cb20f-3e92-4905-bfa9-80fbe399b2ff,,2025-11-12 01:05:26,30
51879911,"네트워크,방화벽 신입 엔지니어로 근무할 가족을 찾습니다.",(주)블루오션정보통신,대전대덕구,신입,학력무관,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51879911&location=ts&searchType=search&paid_fl=n&search_uuid=9b195ef6-637e-48fb-88be-2afc7ba9768c,,2025-11-12 01:05:35,30
51942854,사직동 코딩/컴퓨터 학원 선생님 모집(지점운영자),코더스IT학원,부산동래구,경력무관,학력무관,~ 11/28(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51942854&location=ts&searchType=search&paid_fl=n&search_uuid=4eb65405-2a59-481c-b932-6792b4540c24,,2025-11-12 01:05:32,30
52157611,[방산] 전산/보안담당자 모집,새한하이테크(주),경남창원시 의창구,경력무관,학력무관,~ 11/27(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52157611&location=ts&searchType=search&paid_fl=n&search_uuid=4eb65405-2a59-481c-b932-6792b4540c24,,2025-11-12 01:05:32,30
52107410,SW 개발 유지관리 팀원 모집,(주)대국지앤에스,경북경산시,경력무관,초대졸↑,~ 11/21(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52107410&location=ts&searchType=search&paid_fl=n&search_uuid=4eb65405-2a59-481c-b932-6792b4540c24,,2025-11-12 01:05:32,30
52152549,2025년 한세로테크노 신입 채용( 개발 부문 ),한세로테크노,울산북구,경력무관,학력무관,상시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52152549&location=ts&searchType=search&paid_fl=n&search_uuid=4eb65405-2a59-481c-b932-6792b4540c24,,2025-11-12 01:05:32,30
51861551,대양전기공업㈜ 신입/경력 모집,대양전기공업(주),부산전체,신입·경력,학력무관,~ 11/30(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51861551&location=ts&searchType=search&paid_fl=n&search_uuid=4eb65405-2a59-481c-b932-6792b4540c24,,2025-11-12 01:05:32,30
51838979,펜타스코리아 의용공학 및 전자기기 분야 채용공고,주식회사 펜타스코리아,부산기장군,경력무관,대졸↑,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51838979&location=ts&searchType=search&paid_fl=n&search_uuid=4eb65405-2a59-481c-b932-6792b4540c24,,2025-11-12 01:05:32,30
51918005,[아라소프트(주)] 개발 및 유지보수 담당자(진주근무),아라소프트(주),경남진주시,신입·경력,학력무관,상시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51918005&location=ts&searchType=search&paid_fl=n&search_uuid=4eb65405-2a59-481c-b932-6792b4540c24,,2025-11-12 01:05:32,30
52140180,"웹/모바일 UI/UX 기획 및 디자인, 퍼플리싱, 프론트/백엔드",프로이멕스,대구수성구,경력무관,학력무관,~ 11/26(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52140180&location=ts&searchType=search&paid_fl=n&search_uuid=d60da091-ae94-4355-a7f8-1b138404c12b,,2025-11-12 01:05:33,30
52009664,정보통신실 상주 운영 및  유지보수 직원모집,대신네트웍스주식회사,울산남구,신입·경력,고졸↑,오늘마감,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52009664&location=ts&searchType=search&paid_fl=n&search_uuid=d60da091-ae94-4355-a7f8-1b138404c12b,,2025-11-12 01:05:33,30
52134463,DevOps 모집 - 위성 SmartBox,(주)시너샛코리아,부산해운대구,경력무관,학력무관,~ 11/23(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52134463&location=ts&searchType=search&paid_fl=n&search_uuid=d60da091-ae94-4355-a7f8-1b138404c12b,,2025-11-12 01:05:33,30
52130550,자율이동로봇 관리/제어 프로그램 백앤드 개발자 모집,에스이노베이션스(주),대구달성군,경력무관,대졸↑,상시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52130550&location=ts&searchType=search&paid_fl=n&search_uuid=d60da091-ae94-4355-a7f8-1b138404c12b,,2025-11-12 01:05:33,30
51958390,(주)아이앤텍 부산 대학관리 시스템 운영팀 개발자 모집,(주)아이앤텍,부산해운대구,신입·경력,초대졸↑,상시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51958390&location=ts&searchType=search&paid_fl=n&search_uuid=d60da091-ae94-4355-a7f8-1b138404c12b,,2025-11-12 01:05:33,30
52087281,B2B SaaS 윈도우 개발자 채용 (C++/MFC/C#),(주)엑소스피어랩스,대전서구,경력무관,학력무관,~ 12/19(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52087281&location=ts&searchType=search&paid_fl=n&search_uuid=d60da091-ae94-4355-a7f8-1b138404c12b,,2025-11-12 01:05:33,30
52111851,실력있는 개발자를 모십니다.,비테크,부산남구,경력무관,학력무관,~ 11/21(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52111851&location=ts&searchType=search&paid_fl=n&search_uuid=d60da091-ae94-4355-a7f8-1b138404c12b,,2025-11-12 01:05:33,30
52026815,[딥아이] AI 기반 머신 비전 개발자 채용,(주)딥아이,부산기장군,경력무관,학력무관,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52026815&location=ts&searchType=search&paid_fl=n&search_uuid=bb983ef6-e9e6-4fe6-9370-0c6f624eaac3,,2025-11-12 01:05:31,30
52111537,개발자 [AI·IOT ] [APP/WEB] 대전 세종근무,오아시스스토리(주),대전서구,신입·경력,대졸↑,상시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52111537&location=ts&searchType=search&paid_fl=n&search_uuid=d60da091-ae94-4355-a7f8-1b138404c12b,,2025-11-12 01:05:33,30
52111459,"방송음향,영상,통신공사 기술직 신입 및 경력사원 모집",(주)엘앤비기술,부산연제구,경력무관,학력무관,~ 11/21(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52111459&location=ts&searchType=search&paid_fl=n&search_uuid=d60da091-ae94-4355-a7f8-1b138404c12b,,2025-11-12 01:05:33,30
52110041,새빛기술(주) 기술지원부 정규직 직원모집(경력/신입),새빛기술(주),대전유성구,경력무관,고졸↑,~ 11/21(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52110041&location=ts&searchType=search&paid_fl=n&search_uuid=d60da091-ae94-4355-a7f8-1b138404c12b,,2025-11-12 01:05:33,30
52109736,IT 정부과제(R&D 사업) 기획 (신입/경력) 채용 모집 공고.,제니아일렉트로닉스,경남창원시 성산구,신입·경력,대졸↑,~ 11/21(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52109736&location=ts&searchType=search&paid_fl=n&search_uuid=d60da091-ae94-4355-a7f8-1b138404c12b,,2025-11-12 01:05:33,30
52107692,공공 SI 사업관리 및 기획 [신입 및 경력 사원 채용],(주)루트랩,대구남구,경력무관,대졸↑,~ 11/21(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52107692&location=ts&searchType=search&paid_fl=n&search_uuid=d60da091-ae94-4355-a7f8-1b138404c12b,,2025-11-12 01:05:33,30
52106125,"Node, Nest.js 백엔드 개발자 채용",인사이트,부산금정구,경력무관,학력무관,~ 11/21(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52106125&location=ts&searchType=search&paid_fl=n&search_uuid=d60da091-ae94-4355-a7f8-1b138404c12b,,2025-11-12 01:05:33,30
52106007,[주식회사 이스트] SI(용역) 및 사업관리 부문 채용,주식회사 이스트,대구달서구,경력무관,초대졸↑,~ 12/21(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52106007&location=ts&searchType=search&paid_fl=n&search_uuid=d60da091-ae94-4355-a7f8-1b138404c12b,,2025-11-12 01:05:33,30
52097975,R&D 분야 신입/경력 채용,(주)에이티비랩,대전유성구,경력무관,대졸↑,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52097975&location=ts&searchType=search&paid_fl=n&search_uuid=d60da091-ae94-4355-a7f8-1b138404c12b,,2025-11-12 01:05:33,30
52097482,"주식회사 엠케이디 Java, Node, Python 개발자 모집","주식회사엠케이디(MKDCo.,Ltd)",부산남구,경력무관,대졸↑,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52097482&location=ts&searchType=search&paid_fl=n&search_uuid=d60da091-ae94-4355-a7f8-1b138404c12b,,2025-11-12 01:05:33,30
52095542,정보통신분야 공무 신입 / 경력자 모집,(주)코리아와이드아이티에스,대구수성구,경력무관,학력무관,~ 12/20(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52095542&location=ts&searchType=search&paid_fl=n&search_uuid=d60da091-ae94-4355-a7f8-1b138404c12b,,2025-11-12 01:05:33,30
52089345,[채용공고] (주)에이포랩 개발자/연구원 모집,(주)에이포랩,경북구미시,경력무관,학력무관,상시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52089345&location=ts&searchType=search&paid_fl=n&search_uuid=d60da091-ae94-4355-a7f8-1b138404c12b,,2025-11-12 01:05:33,30
52120452,인공지능 비전모델 개발 연구원 구인,(주)스피어에이엑스,대구수성구,신입·경력,석사↑,~ 11/22(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52120452&location=ts&searchType=search&paid_fl=n&search_uuid=d60da091-ae94-4355-a7f8-1b138404c12b,,2025-11-12 01:05:33,30
52282714,"어반리즘 하우스 경력/신입 채용공고(관광, 빅데이터분석)",어반리즘하우스(URBANRISMHAUS),부산해운대구,경력무관,대졸↑,~ 12/16(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52282714&location=ts&searchType=search&paid_fl=n&search_uuid=118a057d-0a73-43f5-867a-d8071666dcec,,2025-11-12 01:05:28,30
52261395,[부산] IT영업 담당자 (신입/경력),에스넷시스템(주),부산해운대구,신입·경력,고졸↑,~ 11/30(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52261395&location=ts&searchType=search&paid_fl=n&search_uuid=118a057d-0a73-43f5-867a-d8071666dcec,,2025-11-12 01:05:28,30
52261340,[신입/경력] 대전지역 장애 관제 인력 채용 국가정보관리원,제이큐브데이터(주),대전유성구,경력무관,초대졸↑,~ 12/10(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52261340&location=ts&searchType=search&paid_fl=n&search_uuid=118a057d-0a73-43f5-867a-d8071666dcec,,2025-11-12 01:05:28,30
52261153,사이버보안 솔루션 개발자 모집공고(신입/경력),(주)스마트엠투엠,부산해운대구,신입·경력,대졸↑,~ 12/10(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52261153&location=ts&searchType=search&paid_fl=n&search_uuid=118a057d-0a73-43f5-867a-d8071666dcec,,2025-11-12 01:05:28,30
52242206,"[대전] 상주 엔지니어(서버, 스토리지, 보안솔루션, 가상화)",(주)테크아이,대전서구,경력무관,초대졸↑,내일마감,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52242206&location=ts&searchType=search&paid_fl=n&search_uuid=118a057d-0a73-43f5-867a-d8071666dcec,,2025-11-12 01:05:28,30
52213901,네트워크 엔지니어 모집 (신입/경력),(주)넷티스트,대구동구,신입·경력,학력무관,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52213901&location=ts&searchType=search&paid_fl=n&search_uuid=118a057d-0a73-43f5-867a-d8071666dcec,,2025-11-12 01:05:28,30
52213547,"UTM(보안장비) 및 네트워크장비,기술지원 엔지니어 모집",(주)네트아이티,대구동구,신입·경력,학력무관,~ 01/03(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52213547&location=ts&searchType=search&paid_fl=n&search_uuid=118a057d-0a73-43f5-867a-d8071666dcec,,2025-11-12 01:05:28,30
51953315,"㈜위즈코리아 SE(시스템 엔지니어), PM 채용",(주)위즈코리아,서울강서구,신입·경력,학력무관,~ 12/31(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51953315&location=ts&searchType=search&paid_fl=n&search_uuid=118a057d-0a73-43f5-867a-d8071666dcec,,2025-11-12 01:05:28,30
52207617,공공기관 정보시스템 보안 기술자 정규직 채용 (신입&경력),(주)연무기술,대전유성구,경력무관,학력무관,~ 12/03(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52207617&location=ts&searchType=search&paid_fl=n&search_uuid=118a057d-0a73-43f5-867a-d8071666dcec,,2025-11-12 01:05:28,30
52165678,전산 사원 모집,대리정밀(주),대구달성군,경력무관,대졸↑,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52165678&location=ts&searchType=search&paid_fl=n&search_uuid=118a057d-0a73-43f5-867a-d8071666dcec,,2025-11-12 01:05:28,30
52160254,DX / AX 플랫폼 개발 및 AI(인공지능)엔지니어 (신입/경력) 채용,제니아일렉트로닉스,경남창원시 성산구,신입·경력,대졸↑,~ 11/27(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52160254&location=ts&searchType=search&paid_fl=n&search_uuid=118a057d-0a73-43f5-867a-d8071666dcec,,2025-11-12 01:05:28,30
52157169,덕산넵코어스(주) 정보보안 및 인프라관리 업무 담당자 채용,덕산넵코어스(주),대전유성구,경력무관,초대졸↑,~ 11/27(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52157169&location=ts&searchType=search&paid_fl=n&search_uuid=118a057d-0a73-43f5-867a-d8071666dcec,,2025-11-12 01:05:28,30
51925912,2025 하반기 신입/경력 직원채용,(주)한솔오리온텍,울산전체,신입·경력,학력무관,오늘마감,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51925912&location=ts&searchType=search&paid_fl=n&search_uuid=118a057d-0a73-43f5-867a-d8071666dcec,,2025-11-12 01:05:28,30
52171065,대전 공공기관 정보통신실 유지보수 (네트워크 및 IPT 담당),대신네트웍스(주),대전서구,경력무관,학력무관,~ 11/28(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52171065&location=ts&searchType=search&paid_fl=n&search_uuid=bb983ef6-e9e6-4fe6-9370-0c6f624eaac3,,2025-11-12 01:05:31,30
52024863,[정규직] AI 분야 연구개발 소프트웨어 (S/W) 경력 모집 공고,(주)글로벌시스템스,대전유성구,신입·경력,대졸↑,내일마감,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52024863&location=ts&searchType=search&paid_fl=n&search_uuid=118a057d-0a73-43f5-867a-d8071666dcec,,2025-11-12 01:05:28,30
51882950,(주)리노인포텍 보안 솔루션 담당자 채용,(주)리노인포텍,부산해운대구,경력무관,학력무관,상시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51882950&location=ts&searchType=search&paid_fl=n&search_uuid=118a057d-0a73-43f5-867a-d8071666dcec,,2025-11-12 01:05:28,30
52252210,2026년 상반기 아름다운가게 상근활동가 채용 (~11/23),(재)아름다운가게,대구전체,경력무관,학력무관,~ 11/23(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52252210&location=ts&searchType=search&paid_fl=n&search_uuid=118a057d-0a73-43f5-867a-d8071666dcec,,2025-11-12 01:05:28,30
52199854,2025년 4분기 분야별 공개채용,극동건설(주),대구전체,신입·경력,초대졸↑,~ 11/30(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52199854&location=ts&searchType=search&paid_fl=n&search_uuid=118a057d-0a73-43f5-867a-d8071666dcec,,2025-11-12 01:05:28,30
52259899,(주)재미스튜디오 MLOps Engineer 모집,(주)재미스튜디오,대전유성구,경력무관,학력무관,~ 01/08(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52259899&location=ts&searchType=search&paid_fl=n&search_uuid=118a057d-0a73-43f5-867a-d8071666dcec,,2025-11-12 01:05:28,30
52259893,(주)재미스튜디오 AI Service Engineer 모집,(주)재미스튜디오,대전유성구,경력무관,학력무관,~ 01/08(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52259893&location=ts&searchType=search&paid_fl=n&search_uuid=118a057d-0a73-43f5-867a-d8071666dcec,,2025-11-12 01:05:28,30
52229622,[신입/경력] 기술영업 및 영업관리 정규직 채용,(주)라이노정보기술,경남김해시,신입·경력,고졸↑,~ 11/30(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52229622&location=ts&searchType=search&paid_fl=n&search_uuid=118a057d-0a73-43f5-867a-d8071666dcec,,2025-11-12 01:05:28,30
51973146,(주)솔리드이엔지  - ICT사업본부 클라우드사업팀 기술영업 모집,(주)솔리드이엔지,대전유성구,경력무관,학력무관,~ 12/01(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51973146&location=ts&searchType=search&paid_fl=n&search_uuid=118a057d-0a73-43f5-867a-d8071666dcec,,2025-11-12 01:05:28,30
52208709,(주)솔리드이엔지 - AI 챗봇 서비스 개발 및 운영 인력 모집,(주)솔리드이엔지,대전유성구,경력무관,학력무관,~ 12/03(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52208709&location=ts&searchType=search&paid_fl=n&search_uuid=118a057d-0a73-43f5-867a-d8071666dcec,,2025-11-12 01:05:28,30
52204854,[하드웨어 개발] 기술연구소 하드웨어 개발 엔지니어 채용 공고,(주)솔루윈스,부산해운대구,경력무관,학력무관,~ 01/02(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52204854&location=ts&searchType=search&paid_fl=n&search_uuid=118a057d-0a73-43f5-867a-d8071666dcec,,2025-11-12 01:05:28,30
52202414,"개발자(백엔드,AI NLP,AI 데이터처리) 신입/경력 모집",(주)엔디소프트,부산해운대구,경력무관,학력무관,~ 12/03(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52202414&location=ts&searchType=search&paid_fl=n&search_uuid=118a057d-0a73-43f5-867a-d8071666dcec,,2025-11-12 01:05:28,30
52199692,[스마트팩토리·DX·AI] 제조IT 웹디자인(퍼블리셔) 개발자 모집,주식회사디엑스플랫폼,대구달서구,경력무관,학력무관,~ 12/03(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52199692&location=ts&searchType=search&paid_fl=n&search_uuid=118a057d-0a73-43f5-867a-d8071666dcec,,2025-11-12 01:05:28,30
52191760,[이지서티] 영남지사(부산) IT 솔루션 엔지니어 채용(신입/경력),(주)이지서티,부산해운대구,신입·경력,대졸↑,~ 12/30(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52191760&location=ts&searchType=search&paid_fl=n&search_uuid=118a057d-0a73-43f5-867a-d8071666dcec,,2025-11-12 01:05:28,30
52120416,SI 기술 영업직(경력/신입) 인원 모집,(주)스피어에이엑스,대구수성구,경력무관,초대졸↑,~ 11/22(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52120416&location=ts&searchType=search&paid_fl=n&search_uuid=118a057d-0a73-43f5-867a-d8071666dcec,,2025-11-12 01:05:28,30
52249800,26년 상반기 임용 공개채용,국방과학연구소,대전전체,신입·경력,학력무관,~ 11/24(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52249800&location=ts&searchType=search&paid_fl=n&search_uuid=008cb20f-3e92-4905-bfa9-80fbe399b2ff,,2025-11-12 01:05:26,30
52107619,2025년 예가람저축은행 각 부문별 [경력/전문계약직/외국인] 직원 공개 채용,(주)예가람저축은행,서울중구,신입·경력,대졸↑,~ 12/31(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52107619&location=ts&searchType=search&paid_fl=n&search_uuid=008cb20f-3e92-4905-bfa9-80fbe399b2ff,,2025-11-12 01:05:26,30
